sample,hours,gam_24h,gam_1h
14,13,124.50951385498047,119.64797973632812
14,14,131.59849548339844,127.32052612304688
14,15,149.43667602539062,135.84664916992188
14,16,134.65921020507812,124.45624542236328
14,17,129.5827178955078,127.02481842041016
14,18,123.65852355957031,133.76785278320312
14,19,121.28337860107422,131.55747985839844
14,20,127.12239837646484,131.0990753173828
14,21,130.0619354248047,126.24200439453125
14,22,135.7210693359375,132.10691833496094
14,23,142.7010955810547,120.87384796142578
15,0,142.72598266601562,129.47552490234375
15,1,137.51185607910156,123.87970733642578
15,2,132.36578369140625,122.3552017211914
15,3,129.19044494628906,121.7666244506836
15,4,124.07408905029297,117.12806701660156
15,5,119.33727264404297,122.05176544189453
15,6,119.19757843017578,132.43092346191406
15,7,121.62879943847656,146.60414123535156
15,8,122.06803894042969,145.56585693359375
15,9,124.61314392089844,132.68115234375
15,10,126.74781036376953,135.1270751953125
15,11,123.59609985351562,144.62567138671875
15,12,126.37378692626953,137.9127655029297
15,13,132.1999053955078,141.93296813964844
15,14,150.41880798339844,147.14768981933594
15,15,150.77938842773438,157.0492706298828
15,16,153.49395751953125,154.67169189453125
15,17,141.30038452148438,162.13729858398438
15,18,131.55226135253906,167.4788360595703
15,19,125.29950714111328,153.69248962402344
15,20,122.50101470947266,149.694580078125
15,21,125.06891632080078,143.52020263671875
15,22,131.5359344482422,143.54629516601562
15,23,138.4445343017578,137.35841369628906
16,0,137.1692352294922,115.55736541748047
16,1,126.00180053710938,112.50810241699219
16,2,117.47528839111328,107.61077880859375
16,3,112.88330078125,108.43220520019531
16,4,112.56214904785156,102.71697998046875
16,5,109.41908264160156,112.30013275146484
16,6,112.26748657226562,123.12234497070312
16,7,120.5381851196289,136.17689514160156
16,8,117.26101684570312,134.12954711914062
16,9,117.1494369506836,125.67784118652344
16,10,110.83570861816406,129.66029357910156
16,11,115.2926254272461,134.78082275390625
16,12,122.23563385009766,125.07467651367188
16,13,128.50469970703125,132.19949340820312
16,14,155.40829467773438,137.6592559814453
16,15,161.3645782470703,147.6951446533203
16,16,160.3977508544922,146.12173461914062
16,17,157.38955688476562,153.31298828125
16,18,146.0376434326172,163.81552124023438
16,19,149.9586944580078,155.56065368652344
16,20,152.55581665039062,147.10693359375
16,21,155.8280487060547,139.49403381347656
16,22,169.73388671875,139.78448486328125
16,23,178.05905151367188,128.68202209472656
17,0,168.66912841796875,139.46878051757812
17,1,150.61154174804688,135.1318817138672
17,2,143.24607849121094,135.24578857421875
17,3,135.44882202148438,132.87576293945312
17,4,133.9520721435547,128.13365173339844
17,5,132.84555053710938,132.19436645507812
17,6,135.02188110351562,128.7810821533203
17,7,150.50241088867188,141.2364501953125
17,8,148.44070434570312,151.61639404296875
17,9,148.597412109375,147.5863494873047
17,10,148.2943115234375,144.46160888671875
17,11,148.8502197265625,149.40875244140625
17,12,155.4696807861328,134.778564453125
17,13,157.04464721679688,140.16969299316406
17,14,155.90171813964844,145.23858642578125
17,15,160.9325714111328,150.4334259033203
17,16,171.55120849609375,145.26437377929688
17,17,211.72793579101562,153.00672912597656
17,18,203.0512237548828,165.5499267578125
17,19,162.49436950683594,152.38833618164062
17,20,159.06370544433594,153.857421875
17,21,157.96676635742188,152.16929626464844
17,22,150.48280334472656,152.01612854003906
17,23,151.89950561523438,147.34231567382812
18,0,153.9084930419922,146.41188049316406
18,1,155.4697265625,140.58477783203125
18,2,150.19992065429688,138.20706176757812
18,3,147.72914123535156,134.48573303222656
18,4,148.2547149658203,128.3888397216797
18,5,149.99005126953125,124.21122741699219
18,6,143.2167510986328,135.8153839111328
18,7,141.1562042236328,153.3623504638672
18,8,145.8387451171875,150.8563232421875
18,9,146.6111602783203,143.55885314941406
18,10,141.24285888671875,144.16159057617188
18,11,139.59701538085938,151.27772521972656
18,12,139.50030517578125,140.38800048828125
18,13,139.13253784179688,139.540771484375
18,14,147.43580627441406,143.76292419433594
18,15,157.9760284423828,144.22657775878906
18,16,177.17820739746094,152.94561767578125
18,17,175.63922119140625,155.1668701171875
18,18,163.1962890625,165.2823486328125
18,19,154.73068237304688,158.07794189453125
18,20,146.27699279785156,158.75466918945312
18,21,145.01373291015625,147.56790161132812
18,22,143.56906127929688,146.65304565429688
18,23,146.92825317382812,139.5963592529297
19,0,174.3801727294922,110.51264190673828
19,1,177.47021484375,106.02686309814453
19,2,143.1981658935547,99.1882095336914
19,3,137.49615478515625,99.37238311767578
19,4,135.61289978027344,96.04715728759766
19,5,132.78492736816406,95.6698226928711
19,6,126.5680923461914,106.87580108642578
19,7,132.45396423339844,118.43250274658203
19,8,133.4171905517578,123.74795532226562
19,9,134.18350219726562,98.07606506347656
19,10,136.32208251953125,93.3411865234375
19,11,136.09854125976562,104.39785766601562
19,12,135.39443969726562,115.24905395507812
19,13,140.4082794189453,119.50714111328125
19,14,139.9435577392578,116.26873016357422
19,15,147.3412322998047,126.36409759521484
19,16,151.5992431640625,125.4543685913086
19,17,154.6255340576172,131.88746643066406
19,18,160.30076599121094,145.4753875732422
19,19,153.1824951171875,152.25381469726562
19,20,151.43685913085938,155.3656768798828
19,21,152.15780639648438,143.1074981689453
19,22,162.80221557617188,135.4550323486328
19,23,173.42962646484375,124.70008850097656
20,0,192.45082092285156,129.6916961669922
20,1,200.08819580078125,130.6917266845703
20,2,193.90321350097656,131.58828735351562
20,3,148.46238708496094,128.80055236816406
20,4,144.3847198486328,125.5135498046875
20,5,143.41561889648438,136.38331604003906
20,6,153.61392211914062,144.67088317871094
20,7,156.0120849609375,177.47381591796875
20,8,155.45645141601562,187.95553588867188
20,9,156.17335510253906,176.8245849609375
20,10,156.42852783203125,175.02235412597656
20,11,154.65896606445312,173.0142364501953
20,12,156.66644287109375,168.6426239013672
20,13,157.6974639892578,157.51817321777344
20,14,230.99476623535156,153.2039794921875
20,15,272.1209411621094,164.64137268066406
20,16,291.5848083496094,162.89715576171875
20,17,259.8453063964844,172.1919403076172
20,18,233.64903259277344,171.6835174560547
20,19,223.3424835205078,174.1983184814453
20,20,220.03114318847656,151.4637908935547
20,21,219.3302459716797,143.65234375
20,22,212.90037536621094,132.18655395507812
20,23,213.82705688476562,120.0116958618164
21,0,236.58045959472656,136.20254516601562
21,1,231.24774169921875,132.1829833984375
21,2,163.34185791015625,127.49163818359375
21,3,128.4833221435547,131.46470642089844
21,4,127.92877960205078,132.29978942871094
21,5,131.50440979003906,139.9862823486328
21,6,136.40948486328125,137.22518920898438
21,7,146.984130859375,149.0229949951172
21,8,149.77149963378906,162.50218200683594
21,9,145.00547790527344,146.64349365234375
21,10,143.19007873535156,163.91136169433594
21,11,141.91513061523438,154.94204711914062
21,12,144.58627319335938,148.92369079589844
21,13,144.2926788330078,148.834228515625
21,14,145.3033447265625,148.38912963867188
21,15,247.3540802001953,170.7673797607422
21,16,257.9711608886719,165.52130126953125
21,17,231.77944946289062,177.38523864746094
21,18,216.87777709960938,171.28610229492188
21,19,203.70765686035156,145.62425231933594
21,20,192.23805236816406,128.782470703125
21,21,199.45152282714844,124.417236328125
21,22,199.54388427734375,119.15167236328125
21,23,200.65370178222656,112.56475830078125
22,0,230.32362365722656,122.06471252441406
22,1,135.64706420898438,112.48819732666016
22,2,128.6132049560547,112.71448516845703
22,3,126.21884155273438,107.71756744384766
22,4,121.93729400634766,120.33341217041016
22,5,114.44891357421875,135.7660369873047
22,6,113.7716293334961,126.18209075927734
22,7,115.0951919555664,130.37359619140625
22,8,116.02698516845703,135.84829711914062
22,9,114.94837188720703,132.76258850097656
22,10,115.22481536865234,142.1251983642578
22,11,117.93693542480469,117.85897064208984
22,12,117.82778930664062,125.07598114013672
22,13,117.18680572509766,119.83168029785156
22,14,153.4096221923828,123.7684326171875
22,15,158.08712768554688,131.72293090820312
22,16,149.75637817382812,125.040283203125
22,17,134.5841064453125,146.13699340820312
22,18,131.18260192871094,135.30430603027344
22,19,129.85018920898438,135.7097930908203
22,20,129.07505798339844,134.3633270263672
22,21,127.45301055908203,134.46861267089844
22,22,115.52769470214844,127.09864807128906
22,23,117.36273956298828,121.19637298583984
23,0,128.24899291992188,122.36967468261719
23,1,125.82156372070312,124.0244369506836
23,2,122.51343536376953,127.30841827392578
23,3,124.73400115966797,125.24192810058594
23,4,120.52198791503906,122.22869873046875
23,5,117.01066589355469,123.34225463867188
23,6,118.46954345703125,121.86422729492188
23,7,117.08576202392578,133.92062377929688
23,8,122.70950317382812,109.69873809814453
23,9,120.5217056274414,93.98350524902344
23,10,118.4805679321289,114.36673736572266
23,11,116.69397735595703,124.94708251953125
23,12,118.46095275878906,120.66204833984375
23,13,116.66264343261719,129.14544677734375
23,14,129.36587524414062,129.0435028076172
23,15,132.5056610107422,106.87549591064453
23,16,140.50096130371094,131.033203125
23,17,131.857666015625,107.96269989013672
23,18,136.88526916503906,128.80123901367188
23,19,137.08242797851562,122.73880004882812
23,20,132.27923583984375,125.3450698852539
23,21,130.08790588378906,126.72560119628906
23,22,133.6675567626953,130.5047149658203
23,23,135.06272888183594,127.16094970703125
24,0,133.35423278808594,124.58976745605469
24,1,131.45907592773438,120.88716888427734
24,2,124.17507934570312,123.22460174560547
24,3,118.80257415771484,124.79361724853516
24,4,118.03206634521484,127.0710220336914
24,5,123.96266174316406,134.26914978027344
24,6,121.88362884521484,129.9272918701172
24,7,127.7698974609375,139.5974578857422
24,8,130.00369262695312,148.584228515625
24,9,128.1425323486328,144.3674774169922
24,10,126.6298599243164,134.30043029785156
24,11,127.4677734375,144.26124572753906
24,12,134.3472442626953,138.54786682128906
24,13,150.5862274169922,134.1281280517578
24,14,175.46324157714844,138.82650756835938
24,15,193.9110107421875,138.66455078125
24,16,196.0099334716797,144.57672119140625
24,17,190.37855529785156,141.51690673828125
24,18,190.11094665527344,129.9616241455078
24,19,186.31500244140625,122.39010620117188
24,20,152.42098999023438,124.60399627685547
24,21,128.1444549560547,114.26167297363281
24,22,129.40646362304688,120.58479309082031
24,23,174.9400177001953,110.91912078857422
25,0,175.12521362304688,117.11833953857422
25,1,118.11225891113281,111.02647399902344
25,2,114.50731658935547,108.23529815673828
25,3,107.94300079345703,107.48800659179688
25,4,109.52008056640625,119.43164825439453
25,5,103.01362609863281,126.37918090820312
25,6,99.61917114257812,112.9923095703125
25,7,104.84577178955078,120.96211242675781
25,8,104.92170715332031,148.29164123535156
25,9,109.71002197265625,139.61846923828125
25,10,108.29413604736328,131.82122802734375
25,11,112.44800567626953,121.93195343017578
25,12,115.70677947998047,144.86880493164062
25,13,108.20591735839844,122.17356872558594
25,14,106.75013732910156,96.04959106445312
25,15,111.40618896484375,116.9582290649414
25,16,116.60843658447266,128.64454650878906
25,17,120.27642822265625,126.02395629882812
25,18,119.02193450927734,125.98600006103516
25,19,108.13265228271484,119.30810546875
25,20,108.15461730957031,109.21839141845703
25,21,112.70256805419922,114.21430969238281
25,22,107.21795654296875,107.84210205078125
25,23,107.03925323486328,100.12962341308594
26,0,103.32536315917969,97.42252349853516
26,1,101.82180786132812,97.90836334228516
26,2,100.38451385498047,94.59288024902344
26,3,101.05799102783203,87.38681030273438
26,4,102.69522857666016,82.36009979248047
26,5,99.73052978515625,107.87517547607422
26,6,88.58673095703125,89.61051177978516
26,7,88.486083984375,84.6943588256836
26,8,87.78665924072266,87.6520767211914
26,9,83.02989196777344,87.2619400024414
26,10,79.18220520019531,70.68148040771484
26,11,76.48278045654297,66.93787384033203
26,12,73.5648422241211,68.39875030517578
26,13,66.4041976928711,74.29547882080078
26,14,63.31015396118164,55.196319580078125
26,15,59.19560241699219,72.14183044433594
26,16,59.11880111694336,72.19630432128906
26,17,57.86531066894531,57.3629150390625
26,18,58.81385803222656,29.19618034362793
26,19,56.21146774291992,53.732357025146484
26,20,54.28945541381836,51.92045593261719
26,21,51.58914566040039,65.22479248046875
26,22,52.172672271728516,63.69648742675781
26,23,63.91243362426758,53.8079948425293
27,0,82.1561050415039,63.592655181884766
27,1,85.10731506347656,55.201080322265625
27,2,87.89885711669922,45.81962585449219
27,3,87.88858032226562,43.215904235839844
27,4,80.89573669433594,66.98487091064453
27,5,69.79730987548828,85.14117431640625
27,6,57.72407913208008,89.35218048095703
27,7,63.45003128051758,102.28549194335938
27,8,68.72417449951172,121.11107635498047
27,9,54.27370834350586,145.80059814453125
27,10,38.41624450683594,120.65430450439453
27,11,34.64586639404297,93.4001235961914
27,12,50.64935302734375,91.94945526123047
27,13,75.28276062011719,106.99050903320312
27,14,81.0203857421875,107.7147216796875
27,15,92.38710021972656,82.00645446777344
27,16,94.96334838867188,77.58592224121094
27,17,87.89998626708984,77.679931640625
27,18,84.3971939086914,65.82374572753906
27,19,80.69305419921875,61.600101470947266
27,20,77.53907012939453,74.07696533203125
27,21,84.94233703613281,86.7762680053711
27,22,85.48604583740234,99.13982391357422
27,23,84.15669250488281,104.85038757324219
28,0,81.18387603759766,92.48003387451172
28,1,84.80264282226562,87.38400268554688
28,2,88.26747131347656,97.23690795898438
28,3,81.84661102294922,86.41535949707031
28,4,84.68909454345703,88.27395629882812
28,5,83.77037811279297,100.06427764892578
28,6,96.4613037109375,109.322021484375
28,7,103.22159576416016,126.07239532470703
28,8,112.17977142333984,123.9802017211914
28,9,111.032958984375,121.89666748046875
28,10,111.60237121582031,116.88285064697266
28,11,105.52816772460938,123.30018615722656
28,12,106.82402801513672,114.18340301513672
28,13,110.87197875976562,115.31297302246094
28,14,117.97794342041016,134.97764587402344
28,15,127.7108383178711,129.68226623535156
28,16,126.6009750366211,134.44386291503906
28,17,122.71730041503906,137.66162109375
28,18,114.02890014648438,127.59992218017578
28,19,107.13800048828125,124.7055892944336
28,20,103.61863708496094,120.09663391113281
28,21,101.7497787475586,116.62660217285156
28,22,100.32591247558594,116.1891098022461
28,23,97.07160186767578,116.95275115966797
29,0,97.6806869506836,78.60198974609375
29,1,103.98062133789062,81.54354095458984
29,2,89.7964859008789,80.2629623413086
